 -0.1400E+01 -0.1080E+02 -0.1010E+02 -0.8800E+01 -0.9500E+01 -0.1200E+02
 -0.1420E+02 -0.1280E+02 -0.1100E+02 -0.8500E+01 -0.8500E+01 -0.1310E+02
 -0.1760E+02 -0.1940E+02 -0.1620E+02 -0.1440E+02 -0.1080E+02 -0.8200E+01
 -0.4200E+01 -0.6600E+01 -0.1310E+02 -0.1900E+02 -0.1960E+02 -0.6600E+01
  0.3000E+01  0.1410E+02 -0.4900E+01 -0.1280E+02 -0.1440E+02 -0.2030E+02
 -0.2600E+02 -0.3250E+02 -0.3060E+02 -0.1720E+02 -0.1970E+02 -0.1630E+02
 -0.1640E+02 -0.6700E+01  0.2500E+01  0.1500E+02  0.2360E+02  0.2520E+02
  0.3360E+02  0.4630E+02  0.4920E+02  0.4190E+02  0.3590E+02  0.2710E+02
  0.2350E+02  0.3390E+02  0.4120E+02  0.5300E+02  0.6390E+02  0.7320E+02
  0.6520E+02  0.5990E+02  0.4000E+02  0.4000E+02  0.6300E+01 -0.5150E+02
 -0.7870E+02 -0.6030E+02 -0.4840E+02 -0.2500E+02 -0.5900E+01  0.1340E+02
  0.3080E+02  0.4990E+02  0.7100E+02  0.9950E+02  0.1219E+03  0.1529E+03
  0.1449E+03  0.1155E+03  0.9350E+02  0.8920E+02  0.9260E+02  0.8390E+02
  0.9010E+02  0.9930E+02  0.1209E+03  0.3280E+02 -0.1475E+03 -0.2066E+03
 -0.1989E+03 -0.2034E+03 -0.1816E+03 -0.1725E+03 -0.1752E+03 -0.1753E+03
 -0.1805E+03 -0.1630E+03 -0.1347E+03 -0.1087E+03 -0.7820E+02 -0.4290E+02
 -0.1700E+01  0.3600E+02  0.7850E+02  0.1164E+03  0.1598E+03  0.1960E+03
  0.2412E+03  0.2729E+03  0.3036E+03  0.3200E+03  0.3417E+03  0.2821E+03
  0.2324E+03 -0.1198E+03 -0.2373E+03 -0.1640E+03 -0.1865E+03 -0.1095E+03
 -0.7530E+02 -0.1730E+02  0.1130E+02  0.5330E+02  0.8950E+02  0.1186E+03
  0.1757E+03  0.5760E+02 -0.2631E+03 -0.1547E+03 -0.1729E+03 -0.1012E+03
 -0.5790E+02  0.2370E+02 -0.6700E+02 -0.1980E+03 -0.1641E+03 -0.1685E+03
 -0.1481E+03 -0.1231E+03 -0.1001E+03 -0.7510E+02 -0.5230E+02 -0.2710E+02
 -0.4400E+01  0.1880E+02 -0.9500E+01 -0.4330E+02 -0.8380E+02 -0.9510E+02
 -0.7160E+02 -0.5990E+02 -0.3340E+02 -0.1080E+02  0.1850E+02  0.4200E+02
  0.6730E+02 -0.9700E+01 -0.3720E+02 -0.4000E+01  0.1100E+01  0.3440E+02
  0.5650E+02  0.8830E+02  0.1130E+03  0.1363E+03  0.2190E+02  0.2410E+02
  0.6830E+02  0.6890E+02  0.1318E+03  0.1353E+03  0.2040E+03 -0.9310E+02
 -0.1308E+03 -0.6920E+02 -0.5460E+02  0.7200E+01  0.6750E+02 -0.1067E+03
 -0.1488E+03 -0.1071E+03 -0.1162E+03 -0.7620E+02 -0.5590E+02 -0.2150E+02
 -0.1260E+02 -0.6740E+02 -0.3240E+02 -0.3370E+02 -0.1090E+02  0.1700E+01
  0.2990E+02  0.4880E+02  0.6080E+02  0.2220E+02 -0.3200E+01 -0.2450E+02
  0.7700E+01  0.2110E+02  0.5680E+02  0.8260E+02  0.1206E+03  0.1478E+03
  0.1737E+03  0.4210E+02  0.2900E+01  0.2590E+02  0.2930E+02 -0.5500E+01
 -0.1470E+02  0.1430E+02  0.2060E+02  0.4990E+02  0.6450E+02  0.9570E+02
  0.1128E+03  0.1447E+03  0.1629E+03  0.1945E+03  0.1856E+03  0.1984E+03
  0.1769E+03  0.1250E+03 -0.1207E+03 -0.5420E+02 -0.3840E+02 -0.3110E+02
 -0.1118E+03 -0.1661E+03 -0.2464E+03 -0.2025E+03 -0.1835E+03 -0.1317E+03
 -0.9600E+02 -0.3250E+02  0.1540E+02  0.8160E+02  0.1319E+03  0.1818E+03
 -0.5800E+01 -0.1690E+02  0.2850E+02  0.4470E+02  0.9830E+02  0.1424E+03
  0.1853E+03  0.2456E+03  0.1685E+03 -0.1380E+03 -0.9990E+02 -0.1089E+03
 -0.9370E+02 -0.4690E+02 -0.1250E+03 -0.2111E+03 -0.1617E+03 -0.1692E+03
 -0.1306E+03 -0.1111E+03 -0.7730E+02 -0.5100E+02 -0.5440E+02 -0.1200E+03
 -0.1209E+03 -0.1158E+03 -0.1145E+03 -0.7170E+02 -0.5460E+02  0.6400E+01
 -0.8040E+02 -0.1634E+03 -0.8590E+02 -0.9610E+02 -0.3960E+02 -0.1470E+02
  0.3190E+02  0.6480E+02  0.8760E+02  0.4720E+02  0.1980E+02 -0.2700E+01
  0.2920E+02  0.4450E+02  0.7850E+02  0.1033E+03  0.1352E+03  0.1606E+03
  0.1861E+03  0.1281E+03  0.6400E+02  0.2040E+02  0.3140E+02  0.3730E+02
  0.4960E+02  0.2350E+02 -0.8400E+01 -0.1680E+02 -0.1130E+02 -0.2290E+02
 -0.2480E+02 -0.1570E+02 -0.6900E+01  0.1470E+02  0.3790E+02  0.5790E+02
  0.2550E+02 -0.4100E+01 -0.4280E+02 -0.1330E+02  0.9500E+01  0.2300E+02
 -0.1290E+02 -0.5000E+01  0.8000E+01  0.2100E+02  0.3800E+02  0.5100E+02
  0.1570E+02 -0.3200E+01 -0.1110E+02  0.5000E+00  0.7600E+01  0.3500E+01
 -0.9500E+01 -0.3600E+01 -0.1600E+01  0.3800E+01  0.8500E+01 -0.5600E+01
 -0.3040E+02 -0.4210E+02 -0.2440E+02 -0.2360E+02 -0.1770E+02 -0.1290E+02
 -0.1800E+01  0.2030E+02 -0.1080E+02 -0.9100E+01 -0.3400E+01 -0.1060E+02
 -0.1110E+02 -0.9900E+01 -0.2000E+00  0.7300E+01  0.2350E+02  0.3550E+02
  0.7050E+02  0.7790E+02  0.1840E+02 -0.2630E+02 -0.1240E+02 -0.4200E+01
  0.1590E+02  0.4800E+01 -0.2190E+02 -0.4670E+02 -0.4280E+02 -0.2160E+02
 -0.4300E+01  0.1590E+02  0.3200E+02  0.4190E+02  0.1230E+02 -0.1600E+02
 -0.2040E+02 -0.8200E+01 -0.2060E+02 -0.1370E+02 -0.5500E+01  0.5300E+01
  0.1340E+02  0.2660E+02  0.2320E+02  0.7900E+01 -0.8000E+00  0.2000E+02
  0.4350E+02  0.4920E+02  0.1910E+02  0.9200E+01 -0.2200E+01 -0.2100E+01
  0.5200E+01  0.9300E+01  0.2550E+02  0.3680E+02  0.5250E+02  0.5410E+02
  0.4250E+02  0.3980E+02  0.5590E+02  0.7560E+02  0.3650E+02  0.4110E+02
  0.9800E+01 -0.2040E+02 -0.2490E+02 -0.4050E+02 -0.4130E+02 -0.4710E+02
 -0.4330E+02 -0.4530E+02 -0.5700E+01  0.1780E+02 -0.2080E+02 -0.4920E+02
 -0.5300E+02 -0.3620E+02 -0.4050E+02 -0.3080E+02 -0.3160E+02 -0.2650E+02
 -0.2650E+02 -0.2690E+02 -0.3450E+02 -0.3090E+02 -0.2170E+02 -0.7800E+01
  0.8700E+01  0.2810E+02  0.3100E+02  0.3580E+02  0.3410E+02  0.3580E+02
  0.2870E+02  0.3050E+02  0.1120E+02  0.2140E+02  0.1360E+02  0.3840E+02
 -0.8610E+02 -0.1349E+03 -0.1342E+03 -0.1354E+03 -0.1193E+03 -0.1042E+03
 -0.8290E+02 -0.6510E+02 -0.4440E+02 -0.2580E+02 -0.6000E+01 -0.9100E+01
 -0.1820E+02 -0.1470E+02  0.8500E+01  0.1630E+02  0.5000E+01  0.2640E+02
  0.5820E+02  0.8670E+02  0.1200E+03  0.1695E+03  0.1111E+03 -0.1100E+03
 -0.3660E+02 -0.4450E+02 -0.2360E+02 -0.9600E+02 -0.6560E+02 -0.5970E+02
 -0.6700E+02 -0.5520E+02 -0.2700E+01  0.3780E+02  0.1072E+03  0.1669E+03
  0.9470E+02  0.4080E+02  0.6670E+02  0.1320E+02 -0.9500E+01 -0.5200E+02
 -0.8270E+02 -0.1152E+03 -0.1150E+03 -0.8030E+02 -0.3690E+02  0.2900E+01
  0.5450E+02  0.1178E+03  0.1610E+03 -0.2700E+02  0.3400E+01 -0.5600E+01
  0.2000E+01  0.1460E+02  0.5370E+02  0.7980E+02 -0.2050E+02 -0.5900E+02
 -0.1690E+02 -0.1750E+02 -0.2800E+01  0.7400E+01  0.3820E+02  0.5670E+02
  0.7530E+02  0.8010E+02  0.5920E+02  0.3040E+02  0.2300E+01  0.6400E+01
 -0.4060E+02 -0.4510E+02 -0.7900E+01  0.1680E+02  0.5670E+02  0.9300E+01
 -0.5500E+01  0.4400E+01 -0.1230E+02 -0.2820E+02 -0.4370E+02 -0.3520E+02
 -0.2550E+02 -0.1110E+02  0.2050E+02  0.5190E+02  0.8540E+02  0.1144E+03
  0.7330E+02  0.2370E+02 -0.3680E+02 -0.2710E+02 -0.2170E+02 -0.8730E+02
 -0.9730E+02 -0.5890E+02 -0.3360E+02  0.7700E+01  0.2590E+02  0.5080E+02
  0.3610E+02  0.8100E+01 -0.5600E+01 -0.2090E+02 -0.3170E+02 -0.2380E+02
 -0.3760E+02 -0.5500E+02 -0.7220E+02 -0.8030E+02 -0.5230E+02 -0.3400E+02
 -0.1100E+01  0.6500E+01 -0.3700E+01 -0.5000E+00 -0.1680E+02 -0.4100E+02
 -0.8000E+01  0.7900E+01  0.3740E+02  0.6150E+02  0.6650E+02  0.2540E+02
 -0.5700E+01 -0.4740E+02 -0.3560E+02 -0.2430E+02 -0.4800E+01  0.1260E+02
  0.3790E+02  0.2410E+02 -0.2270E+02 -0.4280E+02 -0.6790E+02 -0.6610E+02
 -0.5900E+02 -0.5130E+02 -0.4080E+02 -0.3090E+02 -0.2660E+02 -0.5410E+02
 -0.6280E+02 -0.9080E+02 -0.1107E+03 -0.8810E+02 -0.7700E+02 -0.5820E+02
 -0.4730E+02 -0.3330E+02 -0.1990E+02  0.2000E+01  0.2110E+02  0.4320E+02
  0.6130E+02  0.7670E+02  0.9330E+02  0.1066E+03  0.1130E+03  0.1187E+03
  0.1247E+03  0.1334E+03  0.1594E+03  0.1797E+03  0.2037E+03  0.1236E+03
  0.4420E+02 -0.1400E+02 -0.6660E+02 -0.5550E+02 -0.6930E+02 -0.9840E+02
 -0.1246E+03 -0.1179E+03 -0.1050E+03 -0.9200E+02 -0.7430E+02 -0.8090E+02
 -0.8500E+02 -0.8600E+02 -0.8630E+02 -0.8730E+02 -0.8680E+02 -0.8850E+02
 -0.5370E+02  0.5200E+01  0.2150E+02  0.2450E+02  0.5800E+02  0.3140E+02
  0.2360E+02  0.4850E+02  0.5890E+02  0.5250E+02  0.3550E+02  0.1970E+02
  0.1990E+02  0.4920E+02  0.3430E+02  0.2880E+02  0.4320E+02  0.2390E+02
  0.8800E+01  0.7700E+01 -0.1480E+02 -0.7700E+01 -0.1900E+01  0.7500E+01
  0.4400E+01 -0.1450E+02 -0.3160E+02 -0.2410E+02 -0.2800E+01  0.1820E+02
